title,subtype,status,image,epCount,rating,synopsis,genre
Taifuu no Noruda,movie,Finished,https://media.kitsu.io/anime/poster_images/10869/large.jpg?1597691942,1,62.04,"The film takes place on a certain isolated island, at a certain middle school, and on the eve of the culture festival. A boy quits baseball after playing his whole life and has a fight with his best friend. Then, they suddenly meet a mysterious, red-eyed girl named Noruda, and a huge typhoon hits the middle school.
(Source: ANN)","['sci-fi', 'supernatural', 'school', 'drama']"
iDOLM@STER Xenoglossia,TV,Finished,https://media.kitsu.io/anime/poster_images/1522/large.jpg?1597699062,26,62.03,"107 years ago, the Moon was destroyed in a massive cataclysm that shattered Earth's former satellite into 81 quintillion tons of orbital debris. However, thanks to super-science, the Earth itself was saved and today no one really thinks much about that century-past disaster. Which is why when teenage Haruka Amami auditions for something called the Idolmaster Project, she THINKS she's trying out to be a singing idol. Instead, Haruka finds herself at a secret school run by the Mondenkind Agency, living with a group of other girls who have also been selected as candidates to pilot an iDOL - an advanced robot specifically designed to intercept falling chunks of moon rock. Except, the people who run the Mondenkind Agency aren't exactly knights in shining armor. And then there's the question of whether the iDOLs are really JUST robots. Because from almost the first moment, Haruka starts to feel emotions resonating from within the iDOL called Imber. 
(Source: Sentai Filmworks) ","['comedy', 'sci-fi', 'mecha', 'action']"
Genei wo Kakeru Taiyou,TV,Finished,https://media.kitsu.io/anime/poster_images/7670/large.jpg?1408462038,13,62.02,"Since ancient times long past, this world has been ruled by two tarot cards.
Diablos Tarot—The tarot of the devil that feasts on the souls of living humans and uses that nourishment to bring countless pain and suffering.
Elemental Tarot—The tarot that draws its energy from the power of nature in order to oppose the Diablos Tarot.
Girls chosen from 22 different bloodlines become the wielders of the Elemental Tarot, plunging themselves into this secret battle. To maintain the balance of this world, while carrying unbearable guilt...
Are they executioners? Or saviors? This is the story of the long, long battle fought by girls who cannot escape the fate they bear.
(Source: ANN)","['magic', 'mahou-shoujo']"
Grim,movie,Finished,https://media.kitsu.io/anime/poster_images/11226/large.jpg?1594515988,1,62.01,Film by Takashi Ito.,['dementia']
Fantasy,movie,Finished,https://media.kitsu.io/anime/poster_images/11675/large.jpg?1451329704,1,62,Short animation by Komazaki Tomomi.,['none']
X-Men,TV,Finished,https://media.kitsu.io/anime/poster_images/4786/large.jpg?1597692112,12,61.97,"The X-Men are reunited following the death of a teammate, and are summoned by Charles Xavier to Japan following the abduction of Hisako Ichiki (Armor). There, they confront the U-Men, a lunatic cult that steals and transplants mutant organs to further strengthen their own army, and the battle for justice is on.
(Source: Marvel)","['super-power', 'drama', 'action']"
Kiitarou Shounen no Youkai Enikki,TV,Finished,https://media.kitsu.io/anime/poster_images/12119/large.jpg?1474665098,12,61.96,"This is the visual diary of Kiitarou's experience with youkai. He's a boy with a very strong spirit sense, but when he entered a forbidden storehouse, he was kicked out of his home. He soon found a new place to live, where he met a zashiki warashi (house spirit) named Suzu. He and Suzu soon began to attract all kinds of spirit creatures, starting with a nurikabe (appears as a wall that impedes travelers) and mokumokuren (appears as eyes in a torn paper wall). What kind of folkloric creature will he meet next?
(Source: MangaHelpers)","['comedy', 'supernatural']"
Issunboushi: Chibisuke Monogatari,movie,Finished,https://media.kitsu.io/anime/poster_images/4738/large.jpg?1408453376,1,61.95,"Dreaming of rising up in the world, Chibisuke the little bonze travels to the city, where he becomes a retainer to a Cabinet minister, who takes a liking to Chibisuke who dances for him in his palm. One day, Chibisuke is accompanying a princess to Shimizu when a mountain devil attacks her. Chibisuke makes numerous surprise attacks on the devil before finally overcoming him, and using a horn of plenty left behind by the devil, he ends up a strapping young man.
(Source: Digital Meme)","['samurai', 'action']"
Maesetsu!,TV,Finished,https://media.kitsu.io/anime/poster_images/42444/large.jpg?1597697146,12,61.94,"The project centers on four girls at the height of their youth, attempting to achieve their dreams even as they struggle gallantly.(Source: Anime News Network)",['none']
Bakugan: Battle Planet,TV,Finished,https://media.kitsu.io/anime/poster_images/42166/large.jpg?1561375006,50,61.93,"The series follows pre-teens Dan Kouzo, Shun Kazami, Wynton Styles, Lia Venegas, and their dog Lightning. They are known as the ""Awesome Ones"" and make videos on the website ViewTube. Eventually, they stumble across a race of battling biomechanical creatures called Bakugan. They soon befriend the Bakugan and begin to battle each other with them, all while defending their neighborhood from thugs who use the Bakugan for malicious purposes. 

(Source: Wikipedia)",['none']
The Golden Laws,movie,Finished,https://media.kitsu.io/anime/poster_images/3050/large.jpg?1453219073,1,61.92,"In the year 2403 AD a young student named Satoru is visited by a time traveler from the future, a cute girl named Alisa. The two go back in time together to explore the 21st century when a malfunction sends them hurdling through seemingly random episodes of religious and perhaps historic importance. 
Japan's answer to Scientology, Kyoufuku no Kagaku (幸福の科学, also known as The Institute for Research in Human Happiness), returns with their third animated feature.  ","['historical', 'fantasy']"
Captain Earth,TV,Finished,https://media.kitsu.io/anime/poster_images/7987/large.jpg?1597699064,25,61.91,"One night, right before summer vacation, Manatsu Daichi, a second-year in high school, sees a weird round rainbow floating in the sky above Tanegashima and ventures there alone. He has seen this rainbow before. With the memories of his father's mysterious death and an encounter of a strange boy and girl, Daiji arrives on the island while the alarm of a building labeled Earth Engine is going off. Someone asks him if he is a captain, just as robotic intruders from Uranus called Kill-T-Gang arrive. The battle around the shining stars is about to begin.
(Source: ANN)","['sci-fi', 'space', 'mecha', 'romance', 'action']"
New York Trip,movie,Finished,https://media.kitsu.io/anime/poster_images/10773/large.jpg?1427329900,1,61.87,Furukawa Taku film.,['dementia']
World Fool News,TV,Finished,https://media.kitsu.io/anime/poster_images/8448/large.jpg?1408464485,12,61.87,"A TV anime remake of the World Fool News ONA.
Takahashi is transferred to a main anchor of a news program, which is known for being a little...weird. This is a comedy about somewhat ridiculous happenings occurring at a broadcasting station.
(Source: YouTube)","['comedy', 'slice-of-life']"
Juushinki Pandora,TV,Finished,https://media.kitsu.io/anime/poster_images/12297/large.jpg?1597699049,26,61.86,"On the day the Xianglong (Shanron or Soaring Dragon) Crisis occurred in 2031, Leon Lau was right in the middle of the unfolding events. The Quantum Reactor, a next generation energy device developed to replace dwindling environmental resources, exploded and unleashed an unknown energy. As a result, the global environment changed overnight. Living things (besides humans) and machines each underwent their own unique evolution, and the B.R.A.I. (Biological Revolutionary of Accelerated Intelligence) entity in particular evolved and came into being. As a result, humanity was driven to the brink of extinction. Humans fight the B.R.A.I with M.O.E.V. (Multi-purpose Organic Evolution Vehicle) variable units.

Seven years after the Xianglong Crisis, Leon was living in the wilderness on the edge of the “absolute defense city” Neo Xianglong. Living with Chloe Lau under a “family pact,” he conducted his own research to counter the B.R.A.I. The awkward Leon and the busybody Chloe. They live day-by-day as if to forget the past for the moment. However, threats unrelentingly draw near.

(Source: ANN)","['sci-fi', 'mecha', 'drama', 'action']"
Hentatsu,TV,Finished,https://media.kitsu.io/anime/poster_images/42939/large.jpg?1597691433,13,61.85,"TV version of Hentatsu. 

Episode 12.5 is included in the total episode count.",['none']
Ari Ningen Monogatari,movie,Finished,https://media.kitsu.io/anime/poster_images/11411/large.jpg?1443914399,1,61.84,Short film by Hirano Ryou.,['fantasy']
Midori-ko,movie,Finished,https://media.kitsu.io/anime/poster_images/5982/large.jpg?1597691497,1,61.8,"One of the must-see gems making its premiere at our festival, Midori-Ko is adored Japanese animator Kurosaka Keita's whimsically nightmarish vision of 21st-century Tokyo on the brink of apocalypse. Ten years in the making and entirely, single-handedly rendered in colored pencil, Kurosaka's fantastical labor of love is a marvel to behold. Emerging from the staggering detail and craft flooding every frame is the story of a young woman who sets out to engineer a dream-food that can put an end to the world's famine. Synthesizing Frederic Back's subtle, haptic textures with Bill Plympton's frenetic mutations and David Lynch's haunting wormholes, Kurosaka’s work still retains its own singular, luminous potency.
(Source: Los Angeles Animation Festival summary)","['dementia', 'drama']"
Stitch!,TV,Finished,https://media.kitsu.io/anime/poster_images/3890/large.jpg?1597699084,25,61.8,"A spin-off series of Disney's Lilo &amp; Stitch. 
In the new story, the alien creature Stitch is running off on the mad scientist Jumba's space scooter when he gets caught in a space storm and has to make an emergency landing at Izayoi Island, the southermost tip of Japan. There, he meets Yuuna, a spirited fourth-grade girl who happens to know karate. Yuuna tells Stitch about the Stone of Chitama, a mysterious object that can make any wish come true. However, he has to perform 43 good deeds to receive his wish. 
(Source: ANN)","['comedy', 'kids', 'adventure']"
Venus Versus Virus,TV,Finished,https://media.kitsu.io/anime/poster_images/1446/large.jpg?1597692018,12,61.77,"Venus Versus Virus follows regular schoolgirl Sumire who's had the ability to see ghosts since a young age. She tells friends and family about this fact and they just dismiss it, thinking she's a liar. A chance encounter with a broach flying out of nowhere, a monster and gothloli clad monster killer named Lucia leaves her with a life changing decision to use her ability and fight against these ""viruses"" feeding upon the human race.
(Source: AnimeNewsService) ","['supernatural', 'drama', 'romance']"
Gurazeni,TV,Finished,https://media.kitsu.io/anime/poster_images/13981/large.jpg?1508793031,12,61.76,"The ""baseball money survival"" story focuses on a baseball team that operates as a highly-stratified society, where the player's performance determines his annual salary. The story follows an eight-year relief pitcher with an odd left-handed side-arm throw as he fights to survive under the team's strict system.

(Source: ANN)","['comedy', 'sports', 'drama']"
Masou Kishin Cybuster,TV,Finished,https://media.kitsu.io/anime/poster_images/1709/large.jpg?1408444723,26,61.74," In an enviromentally wrecked future Tokyo, a young man named Ken Ando joins an organization called DC. Little does he realize that his fate and that of Earth will be linked to a mysterious mecha from another world. 
(Source: ANN)","['sci-fi', 'mecha', 'adventure']"
Hero Bank,TV,Finished,https://media.kitsu.io/anime/poster_images/8282/large.jpg?1408464054,51,61.7,"In Big Money City, players participate in ""Hero Battles"" using Bankfon Gs, which allows them to rent powerful hero suits and fight battles against other players, receiving power boosts from the system's public domain feature. Kaito Goushou, a young elementary school student who is always eager to help others, ends up hastily signing a contract to rent the powerful unlisted hero suit, ""Enter the Gold,"" from a mysteriously seedy priest named Sennen; however, he soon learns that the suit comes with a debt of 10 billion yen, and Kaito must now clear his dues by winning Hero Battles.
(Source: Wikipedia)","['game', 'kids']"
Benkei tai Ushiwaka,movie,Finished,https://media.kitsu.io/anime/poster_images/6763/large.jpg?1408459336,1,61.69,"Benkei tai Ushiwaka is a short animated Japanese film made in 1939 by Kenzō Masaoka. It is based on the legendary encounter between Saitō Musashibō Benkei, who was collecting swords for the Buddha, and Minamoto no Yoshitsune, who was called Ushiwaka in his youth.
(Source: Wikipedia)","['comedy', 'action']"
Metal Fighter Miku,TV,Finished,https://media.kitsu.io/anime/poster_images/1055/large.jpg?1408442993,13,61.65,"In the near future, the sports world is dominated by Neo Wrestling, a new spectacle in which Metal Fighters challenge each other to be named champion. 
The story follows the girls of the Pretty Four; Miku, Ginko, Sayaka, and Nana, as they face off against the current champions, Team Sapphire. With a burnt out drunk named Eiichi Suo for a coach the girls must not only contend with problems in the arena but also unforseen circumstances that arise in day to day life. Only through protecting their friends, understanding their enemies, and eventually challenging their idol Aquamarine, can Miku and the girls understand Eiichi's purpose and the shady secrets behind Neo Wrestling.
(Source: ANN)","['comedy', 'sci-fi', 'sports']"
Blue Dragon,TV,Finished,https://media.kitsu.io/anime/poster_images/1939/large.jpg?1408445328,51,61.65,"As Shu's village was being attacked by an unknown enemy, he and his friends, Jiro and Kluke decide to defend their home. They soon meet warrior Zola and receive the powers of Shadow, an ability that let's them transform their shadow into a powerful monster. Shu receives one of the most powerful monsters, Blue Dragon, and they all set out to defeat their enemy.
(Source: ANN)","['comedy', 'supernatural', 'fantasy', 'adventure']"
Final Fantasy: The Spirits Within,movie,Finished,https://media.kitsu.io/anime/poster_images/1215/large.jpg?1597699070,1,61.61,"The year is 2065, and the planet of Earth is far removed from the place that it was in the past. Deadly alien creatures known as Phantoms have appeared all over the planet, and mere contact with these entities is lethal, whether it be an instant death or a prolonged decline. In order to try and salvage what little of the human race is left, large force-field barriers have been constructed around certain cities to repel the Phantoms.
Seeking a more permanent solution to this invasion are scientists Aki Ross and her mentor, Dr. Sid, whose investigations have revealed that there exists a form of spiritual, Gaia energy that can eradicate the Phantom's presence from this world. Aki and Sid aren't alone in their quest through Final Fantasy: The Spirits Within; the human council and the military squad ""Deep Eyes"" are ready to help. Not everyone is convinced of this plan though.
Aki, Sid, Grey, and their allies have to band together against forces both alien and human if they are to have any chance at restoring peace to Earth. An enemy whose mere touch is fatal, the Phantoms appear the more dangerous enemy, but as they will come to find out, their human nemeses are also not to be trifled with.",['sci-fi']
Pokemon Best Wishes! Season 2: Decolora Adventure,TV,Finished,https://media.kitsu.io/anime/poster_images/7895/large.jpg?1408462833,20,61.61,"After their encounter with Team Plasma, Satoshi, Iris and Dent start a new journey in the Decolora Islands.","['comedy', 'kids', 'fantasy', 'action', 'adventure']"
Mahou Shoujo Nante Mou Ii Desukara. Second Season,TV,Finished,https://media.kitsu.io/anime/poster_images/12467/large.jpg?1470751514,12,61.6,Second season of Mahou Shoujo Nante Mou Ii Desukara.,"['comedy', 'magic', 'mahou-shoujo']"
Okusama wa Joshikousei,TV,Finished,https://media.kitsu.io/anime/poster_images/432/large.jpg?1597692181,13,61.6,"Asami Onohara is a seventeen-year old high-school student with a secret which has not been revealed to anyone: She is already married. Her husband, Kyosuke Ichimaru, is a Physics teacher in the same high school as her. However, even though they are officially a married couple, Asami's father forbids them to have any sexual contact until after Asami has graduated. Asami has to hide the fact that she is married to Kyosuke while trying desperately to further their relationship, and it does not help when there are so many interferences and obstacles from her father and other third parties. 
(Source: ANN)","['comedy', 'slice-of-life', 'drama', 'romance']"
Nouryou Anime: Denkyuu Ika Matsuri,movie,Finished,https://media.kitsu.io/anime/poster_images/10931/large.jpg?1597699061,1,61.59,"Death is the gateway to birth. The deceased crosses the line to join the kingdom of the dead. He sees there the dance of the sperm and the egg. He is drawn towards the sky. This is the path to the afterlife.
(Source: starandshadow.org.uk)","['psychological', 'dementia', 'horror']"
Haitai Nanafa,TV,Finished,https://media.kitsu.io/anime/poster_images/7201/large.jpg?1408460634,13,61.58,"Nanafa Kyan lives in Okinawa with her grandmother who runs the ""Kame Soba"" soba shop, her beautiful older sister Nao who is in high school, and her younger sister Kokona, who is in elementary school and has a strong ability to sense the supernatural.
One day, Nanafa witnesses a seal fall off of a Chinese banyan tree, and three spirits who live in that tree are unleashed. These spirits include Niina and Raana, who are ""jimunaa"" spirits. The third spirit is Iina, who is an incarnation of an Okinawan lion statue. As spirits start appearing one after another, the peaceful life of Nanafa and her family begins to change.
(Source: ANN)","['comedy', 'supernatural']"
Sengoku Collection,TV,Finished,https://media.kitsu.io/anime/poster_images/6774/large.jpg?1443985073,26,61.53,"Sengoku Collection revolves around many samurai who are accidentally removed from a parallel universe inhabited by well-known historic characters. Unlike the historical war period known to us, all inhabitants in this unique world look like high school girls. Coming from the medieval era and finding themselves totally amazed by everything they encounter in modern day Tokyo, the girls become best friends through their adventures. 
(Source: Crunchyroll) ","['samurai', 'parody', 'fantasy']"
Transformers Superlink,TV,Finished,https://media.kitsu.io/anime/poster_images/825/large.jpg?1597692094,51,61.52,"It has been 10 years since the fateful battle with Unicron. Many of the Decepticons who fought in the battle against Unicron have joined forces with the Autobos to mine for Energon, an alternate energy source. But a new source of evil has a risen, Alpha Q who plans to steal the Energon from the Autobots with the help of Scorponok and the Terrorcons. This new evil is trying to revive Megatron and Unicron in order to rekindle the old flames of war. 
(Source: ANN)","['sci-fi', 'mecha', 'adventure']"
Ku Pao Ying Xiong,TV,Finished,https://media.kitsu.io/anime/poster_images/14014/large.jpg?1597690998,26,61.52,"The animation tells the story of Xiao Shuai who has gone into a cool running world by accident and is embroiled in a dispute between parkour colleges.
","['magic', 'game', 'fantasy', 'action', 'adventure']"
Donyatsu,movie,Finished,https://media.kitsu.io/anime/poster_images/8051/large.jpg?1408463358,12,61.51,"The ""loosely science-fiction adventure"" is set in the summer sometime in the 21st century. Tokyo's Shinjuku ward has become a wasteland, void of all humans due to an unexplained catastrophe. What remains are these strange creatures such as ""Donyatsu,"" the half-cat, half-doughnut hybrid, and ""Begaru,"" a feline bagel composite.
(Source: ANN)","['comedy', 'sci-fi']"
Bakumatsu Gijinden Roman,TV,Finished,https://media.kitsu.io/anime/poster_images/7388/large.jpg?1408461178,12,61.51,"The stage is the close of the Edo period, an age when, not unlike our own time, both natural and man-made disasters left chaos in their wake. Manjiro makes a living helping the people of the troubled capital city, but behind the scenes, he also works in secret to take back precious belongings stolen from the people by unjust political powers and conspiratorial menaces. The people call him ""Get-backer Roman.""
(Source: Crunchyroll)","['historical', 'fantasy']"
Barom One,TV,Finished,https://media.kitsu.io/anime/poster_images/1497/large.jpg?1408444171,13,61.5,"Takeshi Kido and Kentaro Shiratori are a pair of friends who have been together for almost their entire life. One night, a strange being comes out from the lake and starts attacking them. When Takeshi and Kentaro are almost eliminated, a strange being named Kopu calls them and tells them that they are the chosen ones to inherit the power to protect the world from an evil being named Goumon. Now, they join their hands to transform into Barom One, a being with superior skills, who will fight to protect the city.
(Source: ANN)","['sci-fi', 'supernatural', 'action']"
Happy Kappy,TV,Finished,https://media.kitsu.io/anime/poster_images/6138/large.jpg?1408457548,25,61.45,"The story revolves around Kinoshita Suguri, a nine-year-old third-grade girl who loves animals and making fashion accessories. One day, while Suguri is out buying materials for accessories, she comes across an unusual rock. Thinking it would look cute on a bracelet, she goes to pick up the rock and discovers a creature named Kappy. Kappy happens to be the three-year-old prince of Kapimeshia.
(Source: ANN)","['comedy', 'fantasy']"
Duel Masters Charge,TV,Finished,https://media.kitsu.io/anime/poster_images/3610/large.jpg?1408450148,52,61.43,"Shobu has returned after his 3 years training with all his friends in Battle Arena tournament. However, Shobu encounters a new enemy Zakira and his followers, the Fua Duelists. Zakira is a strong kaijudo duelist like Hakuoh. After kidnapping Hakuoh, they turn him into an enemy! Shobu and his friends try to stop them, but will they make it in time? Or will Shobu lose everything and end up devastated!?
(Source: DuelMasters.wikia.com)","['comedy', 'action', 'adventure']"
Arve Rezzle: Kikaijikake no Yousei-tachi,movie,Finished,https://media.kitsu.io/anime/poster_images/7051/large.jpg?1408460146,1,61.41,"A cyber battle sci-fi. In 2022, the technology of quantum computing has greatly advanced and many people have transferred their mind into cyber space.
Remu's sister, Shiki, skipped grades and entered a high school in the academic city ""Okinotori-island Mega Float City (OMFC)"" when she was 14. One day, Shiki confessed to her brother via Skype that she was talking to him directly from the cyber space and that her real body had been kept in a water tank filled with a culture medium. It's called ""body pool"" and Shiki connected to the network by nanomachines implanted in her brain.
Remu was surprised but he accepted her decision until an accident called ""Early Rupture"" happened. The network server got overloaded and users' minds were lost in cyber space leaving soulless living bodies in the body pools. In order to bring Shiki's mind back, Remu visits her apartment in OMFC and there meets Shiki escaped from the hospital. But the girl tells him that she is not Shiki and she happened to have taken over Shiki's body.
When Remu tries to figure out the situation, a violent attack strikes the apartment.","['sci-fi', 'mystery', 'thriller', 'drama', 'action']"
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,TV,Finished,https://media.kitsu.io/anime/poster_images/469/large.jpg?1408441543,13,61.39," Many people have fond memories of meeting a certain teenage boy in their younger years. However, their ages vary widely, and each remembers him as a teen. This story follows the intricate intertwining of their various stories and how this young man, who apparently lives outside of time, has affected each of them. ","['comedy', 'school', 'harem', 'drama', 'romance']"
Mac the Movie,movie,Finished,https://media.kitsu.io/anime/poster_images/10823/large.jpg?1427948985,1,61.38,Furukawa Taku film.,['dementia']
Thunder,movie,Finished,https://media.kitsu.io/anime/poster_images/11223/large.jpg?1460390525,1,61.37,Film by Takashi Ito.,['dementia']
Saint Seiya Omega,TV,Finished,https://media.kitsu.io/anime/poster_images/6850/large.jpg?1408459577,97,61.36,"The god of war and guardian of his namesake planet, Mars, was once sealed away by Seiya, but time has passed and his revival is at hand. Meanwhile, Saori Kido (Athena) is raising the boy Kouga, whose life Seiya saved, and he's been training every day to become a Saint in order to prepare for the coming crisis... 
Unaware of his destiny, when Kouga awakens to the power of his Cosmo hidden inside him, the curtain will rise upon the legend of a new Saint.
(Source: ANN)","['fantasy', 'action', 'adventure']"
HaruChika: Haruta to Chika wa Seishun suru,TV,Finished,https://media.kitsu.io/anime/poster_images/11020/large.jpg?1597699074,12,61.36,"Chika Homura begins her high school career with a goal: to develop a ""cute girl"" persona. After quitting the volleyball team despite her all-star status, Chika decides to join her school's underrated Wind Instrument Club and play the flute, believing it to be the most delicate and feminine instrument. For the first time in nine years, Chika reunites with her childhood friend and total opposite, Haruta Kamijou. Unfortunately for Chika, Haruta is not fooled by her efforts to become more endearing. But this does not deter Chika, and she develops a crush on the band instructor, Shinjirou Kusakabe—but so does Haruta!
However, Chika's high school life just won't go according to plan, as mysteries begin appearing around her and her friends. The club members must work together to solve the mysteries plaguing the school, all while trying to find more members to compete in musical competitions.
[Written by MAL Rewrite]","['mystery', 'school', 'music', 'slice-of-life', 'romance']"
Shirogane no Ishi: Argevollen,TV,Finished,https://media.kitsu.io/anime/poster_images/8401/large.jpg?1408464363,24,61.35,"The Kingdom of Arandas Alliance and the Countries Unification of Ingelmia have been at war for many years. The situation has been at a stalemate across the fortress of the Great Wall, which has never been penetrated since the foundation of Arandas. The gate to the fortress has remained firmly closed, but when it creaks open, the complexity of war starts to change dramatically.
(Source: Crunchyroll)","['mecha', 'action']"
Blade,TV,Finished,https://media.kitsu.io/anime/poster_images/4787/large.jpg?1408453510,12,61.33,"The story revolves around Blade, a ""Daywalker"" vampire hunter who was born with vampire and human blood after a vampire attacked his mother. While visiting Japan on a mission, Blade tracks down Deacon Frost, the vampire who killed his mother. Blade confronts ""Existence,"" a mysterious organization composed of vampires modified by Frost. 
(Source: ANN)","['vampire', 'horror', 'drama', 'action']"
Bakugan Battle Brawlers: New Vestroia,TV,Finished,https://media.kitsu.io/anime/poster_images/4062/large.jpg?1408451445,52,61.3,"Join Danma, Chouji and Dragonoid as they unite with the new Bakugan Resistance in an attempt to restore peace and freedom to their enslaved planet, New Vestroia. The newly-formed group of friends must battle the evil Vestals to free the captured Bakugan and destroy Vestal’s evil plans for domination.
(Source: Nelvana)","['game', 'fantasy', 'adventure']"
Lily C.A.T.,movie,Finished,https://media.kitsu.io/anime/poster_images/2888/large.jpg?1597699044,1,61.29,"The Deep Sleep Capsules, technology that has allowed man to reach out to the stars. These chambers slow the aging process by 95%. A 20-year trip passes, and the traveler has only aged 1 year. It definitely has its advantages, but after you've been on a few trips, it sure gets very lonely.
Right now, however, that's not the big issue. The year is 2264. The Syncam Corporation has sent the Saldes and its crew of 13 (and 1 cat) out into deep space to explore the potential of a newfound planet 20 years away. Soon after they awaken from their stasis, however, things are happening one after another. First, the crew learns that two of the crew are not who they claim to be. Then, one by one, crewmembers die suddenly. Then, the ship begins to turn against them. And as if it couldn't get any worse, they find another mess on their hands and it is ugly.
What was supposed to be a simple exploratory mission has become a struggle for survival in the depths of space. 20 years from home, they're all alone and no one can hear them scream.
(Source: AnimeNfo)","['sci-fi', 'space', 'horror']"
Tatamp,movie,Finished,https://media.kitsu.io/anime/poster_images/8915/large.jpg?1409592760,1,61.27,"Mirai Mizue continues his experimentation with music and movement in his latest ""cell animation,"" Tatamp. Not to be confused with the animation technique of ""cel animation,"" Mizue’s unique style of ""cell animation"" is hand-drawn and colored on paper then scanned onto the computer for editing. The name refers to the fact that the creatures that he draws resemble amoeba and other minute organic creatures one might find under the lens of a microscope.
(Source: Nishikataeiga Reviews)",['music']
Kuma ni Kuwarenu Otoko,movie,Finished,https://media.kitsu.io/anime/poster_images/4747/large.jpg?1408453400,1,61.27,"Morality tale, musical, involving two boys who find themselves being pursued by bears in the forest.  Short film from 1948.","['music', 'adventure']"
Batman Ninja,movie,Finished,https://media.kitsu.io/anime/poster_images/13911/large.jpg?1597699072,1,61.27,"Imaginative take on Batman and many of his connected characters.

(Source: New York Comic Con)","['martial-arts', 'samurai', 'action']"
ChäoS;HEAd,TV,Finished,https://media.kitsu.io/anime/poster_images/3871/large.jpg?1597699072,12,61.26,"Shibuya, Japan, 2008. Takumi Nishijou, a high school student at the Private Suimei Academy, one day hears about the 'New Gen' murders that have been occurring around the city. Although dismissing the subject because it doesn't involve him, Takumi begins to experience strange mishaps around him, from a horrific picture he received while on his PC, to a mysterious Pink-Haired girl standing at a murder scene.
From there on Takumi struggles to cope with the events unfolding around him, and is soon unaware of what is real or a delusion. As his fate opens up before him, the perpetrator behind the 'New Gen' events attempts to find him, leading him into a world where nothing is as it seems.","['sci-fi', 'mystery', 'supernatural', 'psychological', 'harem']"
Seikon no Qwaser,TV,Finished,https://media.kitsu.io/anime/poster_images/4583/large.jpg?1597699075,24,61.25,"At St. Mihailov Academy, a series of serial murders have taken place with all the victims being young women. Who is this rampant culprit? And which beautiful maiden will fall prey to his evil next?
After a horrible day of being harassed by their classmates, the adopted sisters Mafuyu Oribe and Tomo Yamanobe stumble across an injured young man and decide to bring him back to their place to recover. That very night, Mafuyu ends up at the mercy of the infamous serial killer. Strangely, he demands not her life, but instead an icon left behind by Tomo's father.
Luckily, Sasha, the mysterious young man that the sisters had taken in, comes to the rescue just in time, helping Mafuyu avoid the same fate as the other victims. Sasha reveals that he is a Qwaser, an individual capable of controlling scientific elements by partaking in Soma, a miraculous essence found within the breasts of women. Capable of manipulating iron, Sasha crafts a giant scythe and slays the serial killer. He enrolls in the academy the next day signalling the beginning of a very ""interesting"" school year.Seikon no Qwaser is an action-heavy story that doesn't shy away from fan-service. Join Sasha and his allies as they fend off the evil that is nearing in.","['supernatural', 'super-power', 'action', 'ecchi']"
Coppelion,TV,Finished,https://media.kitsu.io/anime/poster_images/5746/large.jpg?1597699090,13,61.23,"In 2016, a meltdown of a nuclear power plant creates a big catastrophe in Tokyo. 20 years later, the city has become a ghost town due to the high levels of radiation. From that area a distress signal is received. The Self Defense forces dispatch three girls from the special unit Coppelion to search for survivors. But why aren't they wearing any protection against radiation?
(Source: MU, edited)","['sci-fi', 'action']"
Mass Effect: Paragon Lost,movie,Finished,https://media.kitsu.io/anime/poster_images/6919/large.jpg?1467246739,1,61.2,"Mass Effect: Paragon Lost is the prequel to the highly-anticipated Mass Effect 3 and follows the early career of Alliance Marine, James Vega. Vega leads an elite Special Forces squad into battle against a mysterious alien threat known as The Collectors. Stationed at a colony in a remote star system, Vega and his soldiers must protect the civilians from a ruthless invasion determined to capture the population for unknown purposes. Learn more about the Mass Effect universe with an unprecedented glimpse into the haunted past of Mass Effect's newest hero! 
(Source: masseffectparagonlost.com) ","['sci-fi', 'action', 'adventure']"
Sengoku Musou,TV,Finished,https://media.kitsu.io/anime/poster_images/10013/large.jpg?1597699075,12,61.19,"Toyotomi Hideyoshi is on the verge of unifying the realm, and all that remains is the Odawara Castle protected by the ""Lion of Sagami"" Ujiyasu Houjou. Hideyoshi's personally trained generals—Ishida Mitsunari, Katou Kiyomasa, and Fukushima Masanori—as well as Ootani Yoshitsugu, Shima Sakon, and Naoe Kanetsugu are all on the frontline of the battle. Amidst the battle formation are the two young warriors of the Sanada household: older brother Nobuyuki and younger brother Yukimura. As the stalemate begins to break down, Sanada Yukimura rides on a lone horse into the fray. His brother follows him right after.
(Source: ANN)","['historical', 'samurai', 'action']"
Gon,TV,Finished,https://media.kitsu.io/anime/poster_images/5147/large.jpg?1597699063,50,61.18,"The Gon series features the completely wordless adventures of the irascible title character, a tiny fictional dinosaur, as he interacts with the natural world. Gon somehow survived the extinction of his fellow dinosaurs and interacts with paleolithic animals. 
(Source: Wikipedia)","['kids', 'action', 'adventure']"
